assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
94635498,22719614,Amandava amandava,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
94635498,22719614,Amandava amandava,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",No,resident,Suitable
94635498,22719614,Amandava amandava,4.5,Grassland - Subtropical/Tropical Dry,No,resident,Suitable
94635498,22719614,Amandava amandava,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
94646304,22719821,Lonchura punctulata,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
94646304,22719821,Lonchura punctulata,15.7,Artificial/Aquatic - Irrigated Land (includes irrigation channels),No,resident,Suitable
94646304,22719821,Lonchura punctulata,3.6,Shrubland - Subtropical/Tropical Moist,No,resident,Suitable
94646304,22719821,Lonchura punctulata,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
94646304,22719821,Lonchura punctulata,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
94646304,22719821,Lonchura punctulata,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
94646304,22719821,Lonchura punctulata,14.5,Artificial/Terrestrial - Urban Areas,No,resident,Suitable
94646304,22719821,Lonchura punctulata,4.5,Grassland - Subtropical/Tropical Dry,No,resident,Suitable
94646304,22719821,Lonchura punctulata,4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,No,resident,Suitable
94658221,22720117,Crithagra leucopygia,2.1,Savanna - Dry,Yes,resident,Suitable
94658221,22720117,Crithagra leucopygia,14.1,Artificial/Terrestrial - Arable Land,No,resident,Suitable
94658221,22720117,Crithagra leucopygia,14.2,Artificial/Terrestrial - Pastureland,No,resident,Suitable
94658221,22720117,Crithagra leucopygia,14.4,Artificial/Terrestrial - Rural Gardens,No,resident,Suitable
94666039,22720359,Spinus pinus,1.4,Forest - Temperate,Yes,non-breeding,Suitable
94666039,22720359,Spinus pinus,14.4,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable
94666039,22720359,Spinus pinus,1.1,Forest - Boreal,Yes,non-breeding,Suitable
94666039,22720359,Spinus pinus,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
94666039,22720359,Spinus pinus,3.4,Shrubland - Temperate,No,breeding,Suitable
94669207,22720407,Spinus tristis,14.1,Artificial/Terrestrial - Arable Land,No,breeding,Suitable
94669207,22720407,Spinus tristis,3.4,Shrubland - Temperate,No,non-breeding,Suitable
94669207,22720407,Spinus tristis,4.4,Grassland - Temperate,No,breeding,Suitable
94669207,22720407,Spinus tristis,14.2,Artificial/Terrestrial - Pastureland,No,breeding,Suitable
94669207,22720407,Spinus tristis,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
94669207,22720407,Spinus tristis,3.5,Shrubland - Subtropical/Tropical Dry,No,non-breeding,Suitable
94669207,22720407,Spinus tristis,1.4,Forest - Temperate,No,breeding,Suitable
94669207,22720407,Spinus tristis,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
94669753,22720413,Spinus lawrencei,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Yes,non-breeding,Suitable
94669753,22720413,Spinus lawrencei,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
94669753,22720413,Spinus lawrencei,3.7,Shrubland - Subtropical/Tropical High Altitude,Yes,non-breeding,Suitable
94669753,22720413,Spinus lawrencei,1.9,Forest - Subtropical/Tropical Moist Montane,No,breeding,Suitable
94672558,22720553,Haemorhous purpureus,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
94672558,22720553,Haemorhous purpureus,14.5,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable
94672558,22720553,Haemorhous purpureus,14.2,Artificial/Terrestrial - Pastureland,No,non-breeding,Suitable
94672558,22720553,Haemorhous purpureus,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
94672558,22720553,Haemorhous purpureus,14.1,Artificial/Terrestrial - Arable Land,No,non-breeding,Suitable
94672558,22720553,Haemorhous purpureus,1.1,Forest - Boreal,No,non-breeding,Suitable
94672558,22720553,Haemorhous purpureus,1.4,Forest - Temperate,No,breeding,Suitable
94680871,22720742,Loxioides bailleui,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
94681389,22720745,Rhodacanthis flaviceps,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
94681538,22720749,Rhodacanthis palmeri,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
94681687,22720753,Pseudonestor xanthophrys,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94682058,22720756,Chlorodrepanis stejnegeri,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94682369,22720766,Chlorodrepanis virens,1.6,Forest - Subtropical/Tropical Moist Lowland,No,resident,Suitable
94682369,22720766,Chlorodrepanis virens,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
94682369,22720766,Chlorodrepanis virens,1.9,Forest - Subtropical/Tropical Moist Montane,No,resident,Suitable
94682369,22720766,Chlorodrepanis virens,14.3,Artificial/Terrestrial - Plantations,No,resident,Suitable
94682556,22720774,Magumma parva,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
94682950,22720784,Viridonia sagittirostris,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
94683442,22720799,Hemignathus wilsoni,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
94683442,22720799,Hemignathus wilsoni,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94684238,22720814,Manucerthia mana,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94684238,22720814,Manucerthia mana,1.5,Forest - Subtropical/Tropical Dry,No,resident,Suitable
94684594,22720818,Paroreomyza montana,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
94684594,22720818,Paroreomyza montana,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94684594,22720818,Paroreomyza montana,3.7,Shrubland - Subtropical/Tropical High Altitude,No,resident,Suitable
94684594,22720818,Paroreomyza montana,14.3,Artificial/Terrestrial - Plantations,No,resident,Suitable
94684594,22720818,Paroreomyza montana,2.1,Savanna - Dry,No,resident,Suitable
94685115,22720827,Paroreomyza maculata,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94685115,22720827,Paroreomyza maculata,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
94685811,103823991,Loxops coccineus,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
94686158,22720840,Ciridops anna,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
94686625,22720848,Drepanis pacifica,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
94686803,22720852,Drepanis funerea,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
94737888,22721885,Cardellina rubrifrons,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,breeding,Suitable
94767173,22722456,Piranga rubra,14.5,Artificial/Terrestrial - Urban Areas,No,non-breeding,Suitable
94767173,22722456,Piranga rubra,14.3,Artificial/Terrestrial - Plantations,No,non-breeding,Suitable
94767173,22722456,Piranga rubra,1.5,Forest - Subtropical/Tropical Dry,No,breeding,Suitable
94767173,22722456,Piranga rubra,1.4,Forest - Temperate,No,breeding,Suitable
94767173,22722456,Piranga rubra,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
94767173,22722456,Piranga rubra,14.4,Artificial/Terrestrial - Rural Gardens,No,non-breeding,Suitable
94767758,22722466,Piranga olivacea,14.5,Artificial/Terrestrial - Urban Areas,No,breeding,Suitable
94767758,22722466,Piranga olivacea,14.3,Artificial/Terrestrial - Plantations,No,breeding,Suitable
94767758,22722466,Piranga olivacea,1.8,Forest - Subtropical/Tropical Swamp,No,non-breeding,Suitable
94767758,22722466,Piranga olivacea,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
94767758,22722466,Piranga olivacea,14.4,Artificial/Terrestrial - Rural Gardens,No,breeding,Suitable
94767758,22722466,Piranga olivacea,1.6,Forest - Subtropical/Tropical Moist Lowland,No,non-breeding,Suitable
94767758,22722466,Piranga olivacea,1.4,Forest - Temperate,Yes,breeding,Suitable
94768218,22722471,Piranga ludoviciana,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,non-breeding,Suitable
94768218,22722471,Piranga ludoviciana,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,No,non-breeding,Suitable
94768218,22722471,Piranga ludoviciana,1.4,Forest - Temperate,Yes,breeding,Suitable
94768218,22722471,Piranga ludoviciana,3.7,Shrubland - Subtropical/Tropical High Altitude,No,non-breeding,Suitable
94768218,22722471,Piranga ludoviciana,1.6,Forest - Subtropical/Tropical Moist Lowland,No,breeding,Suitable
